,centroid-0,centroid-1,perimeter,area
0,1.64,9.626666666666667,53.692388155425114,75
1,1.28,49.4,18.242640687119284,25
2,10.81766917293233,146.89943609022558,167.18986283848346,1064
3,15.633033419023135,254.30398457583547,598.0792565073284,1556
4,4.321428571428571,350.67857142857144,23.82842712474619,28
5,91.79707602339181,343.03555555555556,2395.0560953789645,8550
6,11.76173285198556,333.2093862815884,100.59797974644665,277
7,8.6,181.7,15.035533905932738,20
8,9.35,311.2,16.48528137423857,20
9,41.66369710467706,55.152561247216035,341.73506473629425,898
10,14.11111111111111,352.3333333333333,19.899494936611667,27
11,21.81081081081081,64.13513513513513,22.485281374238568,37
12,24.357142857142858,210.17857142857142,17.899494936611664,28
13,28.523809523809526,5.190476190476191,20.414213562373096,21
14,27.761904761904763,303.0952380952381,15.035533905932738,21
15,78.7498764211567,145.6838853188334,1148.2529214236351,4046
16,46.163120567375884,301.9485815602837,203.30256121069155,564
17,53.28947368421053,9.403508771929825,65.49137802864846,114
18,53.851851851851855,235.7962962962963,50.828427124746185,54
19,62.89655172413793,252.48275862068965,20.692388155425117,29
20,75.32441471571906,464.4816053511706,144.84671708797583,299
21,81.24454148471615,283.41193595342065,200.50966799187808,687
22,77.98759305210918,17.766749379652605,160.30256121069152,403
23,70.63265306122449,42.816326530612244,33.31370849898476,49
24,75.62962962962963,355.25925925925924,17.48528137423857,27
25,77.61538461538461,491.6923076923077,18.27817459305202,26
26,78.42857142857143,78.78571428571429,28.31370849898476,42
27,80.76190476190476,423.85714285714283,15.071067811865476,21
28,92.05128205128206,466.2307692307692,49.420310216782966,117
29,99.6590909090909,3.4545454545454546,30.692388155425117,44
30,168.43710691823898,45.46834381551363,983.2701653663383,4770
31,103.55172413793103,362.55172413793105,19.692388155425114,29
32,109.41666666666667,107.30555555555556,29.899494936611664,36
33,108.5,445.7647058823529,24.14213562373095,34
34,136.8870765370138,447.0539523212045,211.92997820866105,797
35,119.56410256410257,3.230769230769231,24.485281374238568,39
36,210.9057114721812,129.56523879862138,1136.2701653663382,4062
37,134.94788273615634,400.08794788273616,103.56854249492379,307
38,129.82051282051282,483.3333333333333,35.621320343559645,39
39,140.76119402985074,352.14925373134326,61.935028842544405,67
40,143.25806451612902,115.61290322580645,19.106601717798213,31
41,180.51523947750363,402.2460087082729,292.5573952066306,1378
42,157.61473684210526,195.28,140.05382386916236,475
43,154.97619047619048,46.333333333333336,33.656854249492376,42
44,156.05882352941177,130.08823529411765,27.899494936611664,34
45,163.1171875,121.640625,54.8700576850888,128
46,167.1231527093596,352.46305418719214,70.2842712474619,203
47,171.27272727272728,433.90909090909093,47.17766952966369,77
48,173.5,450.22727272727275,22.414213562373096,22
49,222.34786950732357,252.22669773635153,1041.1696603029502,3004
50,250.6533185020393,433.84983314794215,850.4467888754755,2697
51,194.71428571428572,345.8857142857143,27.14213562373095,35
52,195.1860465116279,353.6511627906977,28.349242404917497,43
53,196.67889908256882,327.08256880733944,49.62741699796952,109
54,206.8913043478261,492.0217391304348,35.692388155425114,46
55,205.0,421.4782608695652,19.692388155425117,23
56,219.22171945701356,348.08597285067873,101.49137802864844,221
57,213.64864864864865,73.75675675675676,26.384776310850235,37
58,215.47826086956522,283.6521739130435,17.656854249492383,23
59,265.9906779661017,190.79745762711863,408.32085117392114,1180
60,224.8372093023256,392.90697674418607,30.727922061357855,43
61,231.47008547008548,481.34615384615387,71.76955262170047,234
62,255.00394218134034,14.76084099868594,231.57463914933365,761
63,241.85,407.0083333333333,70.83452377915607,120
64,252.875,141.65625,25.485281374238568,32
65,259.8378378378378,40.108108108108105,57.834523779156065,111
66,256.44594594594594,122.28378378378379,38.66295090390226,74
67,264.30434782608694,152.59782608695653,48.55634918610404,92
68,291.26611570247934,266.59090909090907,296.9360748630709,1210
69,278.4742647058824,126.70588235294117,87.25483399593904,272
70,291.0359116022099,342.98618784530385,97.91168824543142,362
71,296.1780104712042,160.0392670157068,132.60407640085654,382
72,291.1782945736434,7.8062015503875966,49.384776310850235,129
73,302.679180887372,405.48805460750856,96.70458146424487,293
74,295.9873417721519,145.56962025316454,43.17766952966368,79
75,308.5083333333333,470.7083333333333,59.90559159102155,120
76,310.860103626943,48.24352331606217,144.3259018078045,386
77,310.8455284552846,373.6666666666667,46.59188309203678,123
78,309.59375,388.75,21.485281374238568,32
79,313.2083333333333,228.125,19.071067811865476,24
80,311.2916666666667,326.375,19.27817459305202,24
81,315.33898305084745,139.4915254237288,33.48528137423857,59
82,315.9642857142857,315.10714285714283,20.035533905932738,28
